source,target,relation
ptychotis_ammoides,C6_robuste,has_trait
ptychotis,ptychotis_verticillata,has_species
ptychotis_verticillata,C3_orthotrope,has_trait
ptychotis_verticillata,C5_flexueux,has_trait
ptychotis_verticillata,C6_robuste,has_trait
pulicaria,pulicaria_clausonis,has_species
pulicaria_clausonis,C3_orthotrope,has_trait
ranunculus,ranunculus_asiaticus,has_species
ranunculus_asiaticus,C1_rampant,has_trait
ranunculus_asiaticus,C6_robuste,has_trait
ranunculus,ranunculus_cortusæfoluis,has_species
ranunculus_cortusæfoluis,C1_rampant,has_trait
ranunculus_cortusæfoluis,C3_orthotrope,has_trait
ranunculus_cortusæfoluis,C6_robuste,has_trait
ranunculus,ranunculus_ophioglossi-folius,has_species
ranunculus_ophioglossi-folius,C3_orthotrope,has_trait
raphanus,raphanus_recurvatus,has_species
raphanus_recurvatus,C1_rampant,has_trait
reseda,reseda_alba,has_species
reseda_alba,C3_orthotrope,has_trait
reseda_alba,C6_robuste,has_trait
reseda,reseda_subulata,has_species
reseda_subulata,C3_orthotrope,has_trait
retama,retama_duriæi,has_species
retama_duriæi,C3_orthotrope,has_trait
rhagadiolus,rhagadiolus_arenarius,has_species
rhagadiolus_arenarius,C3_orthotrope,has_trait
ribes,ribes_groseiller,has_species
ribes_groseiller,C3_orthotrope,has_trait
rosa,rosa_sempervirens,has_species
rosa_sempervirens,C2_volubile,has_trait
rosa_sempervirens,C3_orthotrope,has_trait
rosa_sempervirens,C6_robuste,has_trait
rosa_sempervirens,C8_plagiotrope,has_trait
rosa,rosa_tournefort,has_species
rosa_tournefort,C3_orthotrope,has_trait
rosa_tournefort,C8_plagiotrope,has_trait
rosmarinus,rosmarinus_officinalis,has_species
rosmarinus_officinalis,C1_rampant,has_trait
rosmarinus_officinalis,C3_orthotrope,has_trait
rubia,rubia_peregrina,has_species
rubia_peregrina,C3_orthotrope,has_trait
rubia_peregrina,C5_flexueux,has_trait
rumex,rumex_hamadh,has_species
rumex_hamadh,C3_orthotrope,has_trait
rumex_hamadh,C5_flexueux,has_trait
rumex,rumex_pulcher,has_species
rumex_pulcher,C1_rampant,has_trait
rumex_pulcher,C3_orthotrope,has_trait
rumex_pulcher,C5_flexueux,has_trait
rumex_pulcher,C6_robuste,has_trait
saccocalyx,saccocalyx_cosson,has_species
saccocalyx_cosson,C6_robuste,has_trait
sagina,sagina_apetala,has_species
sagina_apetala,C1_rampant,has_trait
sagina_apetala,C3_orthotrope,has_trait
sagina_apetala,C8_plagiotrope,has_trait
sagina,sagina_erecta,has_species
sagina_erecta,C1_rampant,has_trait
sagina_erecta,C3_orthotrope,has_trait
salsola,salsola_brevifolia,has_species
salsola_brevifolia,C3_orthotrope,has_trait
salsola,salsola_longifolia,has_species
salsola_longifolia,C3_orthotrope,has_trait
salsola_longifolia,C8_plagiotrope,has_trait
salvia,salvia_argentea,has_species
salvia_argentea,C3_orthotrope,has_trait
salvia,salvia_horminum,has_species
salvia_horminum,C1_rampant,has_trait
salvia_horminum,C3_orthotrope,has_trait
salvia_horminum,C6_robuste,has_trait
saponaria,saponaria_depressa,has_species
saponaria_depressa,C3_orthotrope,has_trait
saponaria_depressa,C8_plagiotrope,has_trait
sarothamnus,sarothamnus_arboreus,has_species
sarothamnus_arboreus,C3_orthotrope,has_trait
saxifraga,saxifraga_saxifrage,has_species
saxifraga_saxifrage,C3_orthotrope,has_trait
saxifraga_saxifrage,C7_cespiteux,has_trait
saxifraga,saxifraga_tridactylites,has_species
saxifraga_tridactylites,C3_orthotrope,has_trait
scorpiurus,scorpiurus_sulcata,has_species
scorpiurus_sulcata,C1_rampant,has_trait
scrophularia,scrophularia_aquatica,has_species
scrophularia_aquatica,C3_orthotrope,has_trait
scrophularia,scrophularia_tenuipes,has_species
scrophularia_tenuipes,C3_orthotrope,has_trait
sedum,sedum_stellatum,has_species
sedum_stellatum,C1_rampant,has_trait
sedum_stellatum,C3_orthotrope,has_trait
sedum_stellatum,C5_flexueux,has_trait
sedum,sedum_tuberosum,has_species
sedum_tuberosum,C5_flexueux,has_trait
selinopsis,selinopsis_montana,has_species
selinopsis_montana,C5_flexueux,has_trait
senebiera,senebiera_persoon,has_species
senebiera_persoon,C1_rampant,has_trait
senebiera_persoon,C6_robuste,has_trait
senecio,senecio_seneçon,has_species
senecio_seneçon,C3_orthotrope,has_trait
senecio_seneçon,C8_plagiotrope,has_trait
senecio,senecio_vulgaris,has_species
senecio_vulgaris,C3_orthotrope,has_trait
senecio_vulgaris,C8_plagiotrope,has_trait
silene,silene_neglecta,has_species
silene_neglecta,C3_orthotrope,has_trait
sisymbrium,sisymbrium_cinereum,has_species
sisymbrium_cinereum,C3_orthotrope,has_trait
sisymbrium,sisymbrium_officinale,has_species
sisymbrium_officinale,C1_rampant,has_trait
sisymbrium_officinale,C3_orthotrope,has_trait
solanum,solanum_morelle,has_species
solanum_morelle,C3_orthotrope,has_trait
sonchidium,sonchidium_marilimum,has_species
sonchidium_marilimum,C3_orthotrope,has_trait
sonchus,sonchus_candolleanus,has_species
sonchus_candolleanus,C3_orthotrope,has_trait
sonchus,sonchus_quercifolius,has_species
sonchus_quercifolius,C1_rampant,has_trait
sonchus_quercifolius,C3_orthotrope,has_trait
sorghum,sorghum_sorgho,has_species
sorghum_sorgho,C1_rampant,has_trait
spergularia,spergularia_marina,has_species
spergularia_marina,C1_rampant,has_trait
spergularia_marina,C3_orthotrope,has_trait
spergularia,spergularia_rubra,has_species
spergularia_rubra,C1_rampant,has_trait
spergularia_rubra,C3_orthotrope,has_trait
stachys,stachys_circinnata,has_species
stachys_circinnata,C3_orthotrope,has_trait
stachys_circinnata,C6_robuste,has_trait
symphytum,symphytum_officinale,has_species
symphytum_officinale,C1_rampant,has_trait
symphytum_officinale,C3_orthotrope,has_trait
telephium,telephium_imperati,has_species
telephium_imperati,C1_rampant,has_trait
tetragonolobus,tetragonolobus_scopoli,has_species
tetragonolobus_scopoli,C1_rampant,has_trait
teucrium,teucrium_fruticans,has_species
teucrium_fruticans,C3_orthotrope,has_trait
thesium,thesium_humifusuwum,has_species
thesium_humifusuwum,C1_rampant,has_trait
thlaspi,thlaspi_perfoliatum,has_species
thlaspi_perfoliatum,C3_orthotrope,has_trait
thymus,thymus_fontanesii,has_species
thymus_fontanesii,C1_rampant,has_trait
thymus_fontanesii,C3_orthotrope,has_trait
thymus_fontanesii,C8_plagiotrope,has_trait
tolpis,tolpis_barbata,has_species
tolpis_barbata,C3_orthotrope,has_trait
tolpis,tolpis_bivone,has_species
tolpis_bivone,C3_orthotrope,has_trait
torilis,torilis_nodosa,has_species
torilis_nodosa,C3_orthotrope,has_trait
tragopogon,tragopogon_dalechampi,has_species
tragopogon_dalechampi,C3_orthotrope,has_trait
trapa,trapa_natans,has_species
trapa_natans,C1_rampant,has_trait
trapa_natans,C8_plagiotrope,has_trait
trapa_natans,C9_submergé,has_trait
trifolium,trifolium_angustifolium,has_species
trifolium_angustifolium,C1_rampant,has_trait
trifolium_angustifolium,C3_orthotrope,has_trait
turritis,turritis_verna,has_species
turritis_verna,C3_orthotrope,has_trait
umbilicus,umbilicus_erectus,has_species
umbilicus_erectus,C3_orthotrope,has_trait
umbilicus,umbilicus_hispidus,has_species
umbilicus_hispidus,C6_robuste,has_trait
umbilicus,umbilicus_vulgaris,has_species
umbilicus_vulgaris,C3_orthotrope,has_trait
urtica,urtica_dioiva,has_species
urtica_dioiva,C3_orthotrope,has_trait
vaillantia,vaillantia_aparine,has_species
vaillantia_aparine,C3_orthotrope,has_trait
valerianella,valerianella_echinata,has_species
valerianella_echinata,C3_orthotrope,has_trait
valerianella,valerianella_gibbosa,has_species
valerianella_gibbosa,C3_orthotrope,has_trait
veronica,veronica_tournefort,has_species
veronica_tournefort,C1_rampant,has_trait
veronica_tournefort,C3_orthotrope,has_trait
veronica_tournefort,C6_robuste,has_trait
veronica_tournefort,C8_plagiotrope,has_trait
viburnum,viburnum_opulus,has_species
viburnum_opulus,C2_volubile,has_trait
vincetoxicum,vincetoxicum_officinale,has_species
vincetoxicum_officinale,C3_orthotrope,has_trait
vincetoxicum_officinale,C5_flexueux,has_trait
xanthium,xanthium_antiquorum,has_species
xanthium_antiquorum,C6_robuste,has_trait
acalypha,acalypha_polystachya,has_species
acalypha_polystachya,C3_orthotrope,has_trait
acalypha,acalypha_pseudoalopecuroides,has_species
acalypha_pseudoalopecuroides,C3_orthotrope,has_trait
acalypha,acalypha_skutchii,has_species
acalypha_skutchii,C3_orthotrope,has_trait
acanthocereus,acanthocereus_rose,has_species
acanthocereus_rose,C1_rampant,has_trait
acanthocereus_rose,C3_orthotrope,has_trait
acanthospermum,acanthospermum_rispidum,has_species
acanthospermum_rispidum,C1_rampant,has_trait
achaetogeron,achaetogeron_guatemalensis,has_species
achaetogeron_guatemalensis,C1_rampant,has_trait
achillea,achillea_millefolium,has_species
achillea_millefolium,C1_rampant,has_trait
achillea_millefolium,C3_orthotrope,has_trait
achillea_millefolium,C7_cespiteux,has_trait
achimenes,achimenes_misera,has_species
achimenes_misera,C3_orthotrope,has_trait
achimenes,achimenes_skinneri,has_species
achimenes_skinneri,C3_orthotrope,has_trait
achyranthes,achyranthes_obovata,has_species
achyranthes_obovata,C1_rampant,has_trait
achyranthes_obovata,C8_plagiotrope,has_trait
acocotli,acocotli_quauhuahuacensis,has_species
acocotli_quauhuahuacensis,C3_orthotrope,has_trait
acourtia,acourtia_carpholepis,has_species
acourtia_carpholepis,C5_flexueux,has_trait
acourtia,acourtia_reticulata,has_species
acourtia_reticulata,C3_orthotrope,has_trait
actinodontium,actinodontium_pygmaeum,has_species
actinodontium_pygmaeum,C3_orthotrope,has_trait
actinodontium,actinodontium_sprucei,has_species
actinodontium_sprucei,C1_rampant,has_trait
actinodontium_sprucei,C3_orthotrope,has_trait
adelothecium,adelothecium_bogotense,has_species
adelothecium_bogotense,C1_rampant,has_trait
adelothecium_bogotense,C3_orthotrope,has_trait
adenocaulon,adenocaulon_lyratum,has_species
adenocaulon_lyratum,C3_orthotrope,has_trait
adenostemma,adenostemma_hirtiflorum,has_species
adenostemma_hirtiflorum,C3_orthotrope,has_trait
adenostemma_hirtiflorum,C8_plagiotrope,has_trait
aechmea,aechmea_bromeliifolia,has_species
aechmea_bromeliifolia,C3_orthotrope,has_trait
aechmea,aechmea_tillandsioides,has_species
aechmea_tillandsioides,C3_orthotrope,has_trait
aerolindigia,aerolindigia_capillacea,has_species
aerolindigia_capillacea,C8_plagiotrope,has_trait
aeschynomene,aeschynomene_emerus,has_species
aeschynomene_emerus,C3_orthotrope,has_trait
aeschynomene,aeschynomene_eriocarpa,has_species
aeschynomene_eriocarpa,C1_rampant,has_trait
aeschynomene_eriocarpa,C3_orthotrope,has_trait
aeschynomene,aeschynomene_paniculata,has_species
aeschynomene_paniculata,C3_orthotrope,has_trait
aeschynomene,aeschynomene_sensitiva,has_species
aeschynomene_sensitiva,C3_orthotrope,has_trait
aeschynomene,aeschynomene_tricholoma,has_species
aeschynomene_tricholoma,C3_orthotrope,has_trait
agave,agave_plants,has_species
agave_plants,C1_rampant,has_trait
agave,agave_tecta,has_species
agave_tecta,C1_rampant,has_trait
ageratina,ageratina_anchistea,has_species
ageratina_anchistea,C8_plagiotrope,has_trait
ageratina,ageratina_muelleri,has_species
ageratina_muelleri,C1_rampant,has_trait
ageratina_muelleri,C3_orthotrope,has_trait
ageratina,ageratina_ovilla,has_species
ageratina_ovilla,C3_orthotrope,has_trait
ageratum,ageratum_benjamin-lincolnii,has_species
ageratum_benjamin-lincolnii,C3_orthotrope,has_trait
ageratum,ageratum_guatemalense,has_species
ageratum_guatemalense,C1_rampant,has_trait
ageratum_guatemalense,C3_orthotrope,has_trait
alchemilla,alchemilla_guatemalensis,has_species
alchemilla_guatemalensis,C1_rampant,has_trait
alisma,alisma_flavum,has_species
alisma_flavum,C1_rampant,has_trait
alisma_flavum,C3_orthotrope,has_trait
alisma_flavum,C9_submergé,has_trait
allium,allium_fragrans,has_species
allium_fragrans,C3_orthotrope,has_trait
allocarpus,allocarpus_integrifolius,has_species
allocarpus_integrifolius,C3_orthotrope,has_trait
alloplectus,alloplectus_calotrichus,has_species
alloplectus_calotrichus,C3_orthotrope,has_trait
alomia,alomia_cordata,has_species
alomia_cordata,C1_rampant,has_trait
alomia_cordata,C3_orthotrope,has_trait
alonsoa,alonsoa_meridionalis,has_species
alonsoa_meridionalis,C3_orthotrope,has_trait
alternanthera,alternanthera_forskal,has_species
alternanthera_forskal,C1_rampant,has_trait
alternanthera_forskal,C3_orthotrope,has_trait
ambrosia,ambrosia_artemisiifolia,has_species
ambrosia_artemisiifolia,C1_rampant,has_trait
ambrosia_artemisiifolia,C3_orthotrope,has_trait
ambrosia,ambrosia_cumanensis,has_species
ambrosia_cumanensis,C1_rampant,has_trait
ambrosia_cumanensis,C8_plagiotrope,has_trait
ammannia,ammannia_ramosior,has_species
ammannia_ramosior,C3_orthotrope,has_trait
amphilophis,amphilophis_piptatherus,has_species
amphilophis_piptatherus,C5_flexueux,has_trait
anagallis,anagallis_pumila,has_species
anagallis_pumila,C3_orthotrope,has_trait
ananas,ananas_comosus,has_species
ananas_comosus,C3_orthotrope,has_trait
ananas_comosus,C6_robuste,has_trait
androlepis,androlepis_skinneri,has_species
androlepis_skinneri,C3_orthotrope,has_trait
aneilema,aneilema_geniculata,has_species
aneilema_geniculata,C8_plagiotrope,has_trait
aniseia,aniseia_martinicensis,has_species
aniseia_martinicensis,C1_rampant,has_trait
aniseia_martinicensis,C2_volubile,has_trait
anoda,anoda_cristata,has_species
anoda_cristata,C1_rampant,has_trait
anoda_cristata,C3_orthotrope,has_trait
anoda_cristata,C8_plagiotrope,has_trait
anoda,anoda_species,has_species
anoda_species,C1_rampant,has_trait
anoda_species,C3_orthotrope,has_trait
anomodon,anomodon_attenuatus,has_species
anomodon_attenuatus,C1_rampant,has_trait
anomodon_attenuatus,C3_orthotrope,has_trait
anomodon_attenuatus,C6_robuste,has_trait
anomodon,anomodon_minor,has_species
anomodon_minor,C1_rampant,has_trait
anomodon_minor,C3_orthotrope,has_trait
anomodon,anomodon_rostratus,has_species
anomodon_rostratus,C1_rampant,has_trait
anomodon_rostratus,C3_orthotrope,has_trait
anomodon,anomodon_thraustus,has_species
anomodon_thraustus,C1_rampant,has_trait
anomodon_thraustus,C3_orthotrope,has_trait
anthurium,anthurium_schott,has_species
anthurium_schott,C1_rampant,has_trait
antirrhinum,antirrhinum_cymbalaria,has_species
antirrhinum_cymbalaria,C1_rampant,has_trait
antirrhinum_cymbalaria,C8_plagiotrope,has_trait
apteria,apteria_aphylla,has_species
apteria_aphylla,C3_orthotrope,has_trait
aptychella,aptychella_proligera,has_species
aptychella_proligera,C1_rampant,has_trait
aptychella_proligera,C3_orthotrope,has_trait
aptychella_proligera,C8_plagiotrope,has_trait
arachis,arachis_hypogaea,has_species
arachis_hypogaea,C1_rampant,has_trait
archibaccharis,archibaccharis_aequivenia,has_species
archibaccharis_aequivenia,C5_flexueux,has_trait
archibaccharis,archibaccharis_asperifolid,has_species
archibaccharis_asperifolid,C1_rampant,has_trait
arctostaphylos,arctostaphylos_cratericola,has_species
arctostaphylos_cratericola,C1_rampant,has_trait
arcytophyllum,arcytophyllum_shannonii,has_species
arcytophyllum_shannonii,C1_rampant,has_trait
arcytophyllum_shannonii,C8_plagiotrope,has_trait
arenaria,arenaria_altorum,has_species
arenaria_altorum,C3_orthotrope,has_trait
arenaria,arenaria_guatemalensis,has_species
arenaria_guatemalensis,C1_rampant,has_trait
arenaria,arenaria_megalantha,has_species
arenaria_megalantha,C1_rampant,has_trait
aristida,aristida_longifolia,has_species
aristida_longifolia,C3_orthotrope,has_trait
arracacia,arracacia_atropurpurea,has_species
arracacia_atropurpurea,C3_orthotrope,has_trait
arracacia_atropurpurea,C8_plagiotrope,has_trait
arthrostemma,arthrostemma_ciliatum,has_species
arthrostemma_ciliatum,C3_orthotrope,has_trait
arthrostemma,arthrostemma_hirtellum,has_species
arthrostemma_hirtellum,C3_orthotrope,has_trait
arthrostemma_hirtellum,C8_plagiotrope,has_trait
arundinaria,arundinaria_simonii,has_species
arundinaria_simonii,C1_rampant,has_trait
asclepias,asclepias_oenotherioides,has_species
asclepias_oenotherioides,C3_orthotrope,has_trait
asclepias,asclepias_woodsoniana,has_species
asclepias_woodsoniana,C3_orthotrope,has_trait
aspasia,aspasia_lindley,has_species
aspasia_lindley,C3_orthotrope,has_trait
aster,aster_spinosus,has_species
aster_spinosus,C1_rampant,has_trait
aster_spinosus,C3_orthotrope,has_trait
astranthium,astranthium_purpurascens,has_species
astranthium_purpurascens,C3_orthotrope,has_trait
astranthium_purpurascens,C8_plagiotrope,has_trait
averia,averia_longipes,has_species
averia_longipes,C3_orthotrope,has_trait
axonopus,axonopus_compressus,has_species
axonopus_compressus,C1_rampant,has_trait
bacopa,bacopa_aublet,has_species
bacopa_aublet,C1_rampant,has_trait
bacopa_aublet,C3_orthotrope,has_trait
bambos,bambos_stricta,has_species
bambos_stricta,C1_rampant,has_trait
bambusa,bambusa_tulda,has_species
bambusa_tulda,C3_orthotrope,has_trait
barbellopsis,barbellopsis_trichophora,has_species
barbellopsis_trichophora,C1_rampant,has_trait
barbellopsis_trichophora,C2_volubile,has_trait
begonia,begonia_calderonii,has_species
begonia_calderonii,C1_rampant,has_trait
begonia_calderonii,C3_orthotrope,has_trait
begonia,begonia_confusa,has_species
begonia_confusa,C1_rampant,has_trait
begonia_confusa,C3_orthotrope,has_trait
begonia,begonia_crassicaulis,has_species
begonia_crassicaulis,C3_orthotrope,has_trait
begonia,begonia_franconis,has_species
begonia_franconis,C3_orthotrope,has_trait
begonia_franconis,C8_plagiotrope,has_trait
begonia,begonia_ignea,has_species
begonia_ignea,C3_orthotrope,has_trait
begonia,begonia_manicata,has_species
begonia_manicata,C3_orthotrope,has_trait
begonia,begonia_palmaris,has_species
begonia_palmaris,C3_orthotrope,has_trait
begonia,begonia_popenoei,has_species
begonia_popenoei,C1_rampant,has_trait
begonia,begonia_pustulata,has_species
begonia_pustulata,C1_rampant,has_trait
begonia_pustulata,C3_orthotrope,has_trait
begonia,begonia_rubra,has_species
begonia_rubra,C1_rampant,has_trait
begonia_rubra,C3_orthotrope,has_trait
begonia_rubra,C4_caulescent,has_trait
begonia,begonia_trichosepala,has_species
begonia_trichosepala,C1_rampant,has_trait
benthamantha,benthamantha_greenmanii,has_species
benthamantha_greenmanii,C1_rampant,has_trait
benthamantha_greenmanii,C3_orthotrope,has_trait
benthamantha_greenmanii,C8_plagiotrope,has_trait
besleria,besleria_pansamalana,has_species
besleria_pansamalana,C3_orthotrope,has_trait
bidens,bidens_atriplicifolia,has_species
bidens_atriplicifolia,C1_rampant,has_trait
bidens_atriplicifolia,C3_orthotrope,has_trait
bidens,bidens_bigelovii,has_species
bidens_bigelovii,C3_orthotrope,has_trait
bidens,bidens_nivea,has_species
bidens_nivea,C3_orthotrope,has_trait
bidens,bidens_ostruthioides,has_species
bidens_ostruthioides,C8_plagiotrope,has_trait
billbergia,billbergia_viridiflora,has_species
